File Name,Sentence,Mistake Text,Error Message,replacements,Character/ Start Position in Text,Character/ End Position in Text,Error Type,Error Subtype
Religion.docx,"the one our eternal creator, the father of Jesus and everything to us .", .,"Missing or superfluous space before or after period, comma and other punctuation marks",.,2328,2329,Grammar,40
Religion.docx,N/A,god even,Missing comma,"God, even",2427,2434,Style,49
Religion.docx,love do know God,do,Wrong verb tense or form,doing,2902,2903,Syntax,15
Today many people are distancing themselves further from God.docx,Today many people are distancing further,Today many,Missing comma,"Today, many",0,9,Style,49
Today many people are distancing themselves further from God.docx,however committing acts against the bible such as sins,however committing,Missing comma,"However, committing",132,149,Style,49
Today many people are distancing themselves further from God.docx,In this modern society more and more sins are become acceptable and are being,become,Wrong verb tense or form,becoming,234,239,Syntax,15
Today many people are distancing themselves further from God.docx,endorsed by the media,endorsed,The first word in a sentence is not capitalized,Endorsed,268,275,Spelling,45
Today many people are distancing themselves further from God.docx,while 'hosting',while,The first word in a sentence is not capitalized,While,406,410,Spelling,45
Today many people are distancing themselves further from God.docx,is the album name 'yeezus',yeezus¡¯,A word was not spelled correctly,issues,521,527,Syntax,31
Today many people are distancing themselves further from God.docx,"compares himself to God, which is disrespectful and blasphemous",compares,The first word in a sentence is not capitalized,Compares,543,550,Spelling,45
Today many people are distancing themselves further from God.docx,himself to God which is disrespectful and blasphemous,God which,Missing comma,"God, which",563,571,Style,49
Today many people are distancing themselves further from God.docx,However many are following,However many,Missing comma,"However, many",607,618,Style,49
Today many people are distancing themselves further from God.docx,"the Beatitudes , such as"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",662,663,Grammar,40
Today many people are distancing themselves further from God.docx,those continuing to feed the homeless,those,The first word in a sentence is not capitalized,Those,675,679,Spelling,45
Today many people are distancing themselves further from God.docx,Gods orders.,Gods,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",God's,774,777,Grammar,43
what is prophey.docx,N/A,funny but,Missing comma,"funny, but",365,373,Style,49
what is prophey.docx,have all gave us a good laugh,gave,Incorrect form of the participle or incorrect usage,given,822,825,Syntax,39
what is prophey.docx,Aaoozobillahe minushaitanir regime.,Aaoozobillahe,A word was not spelled correctly,N/A,993,1005,Syntax,31
what is prophey.docx,Aaoozobillahe minushaitanir regime.,minushaitanir,A word was not spelled correctly,N/A,1007,1019,Syntax,31
what is prophey.docx,Aaoozobillahe minushaitanir rajeem.,rajeem,A word was not spelled correctly,regime,1021,1026,Syntax,31
what is prophey.docx,Rabbe zidni ilma,Rabbe,A word was not spelled correctly,Robe,1030,1034,Syntax,31
what is prophey.docx,Rahmatullahe Allah.,Rahmatullahe,A word was not spelled correctly,N/A,1048,1059,Syntax,31
what is prophey.docx,Rahmatullahe alaihe.,alaihe,A word was not spelled correctly,Allah,1061,1066,Syntax,31
what is prophey.docx,House are beautifully decorated,are beautifully decorated,Mismatch between the plurality of the verb and the subject,is beautifully decorated,1288,1312,Grammar,21
what is prophey.docx,"in different colors other than green, like white or blue",colors,Usage of British instead of American English spelling or vice-versa,colours,1785,1790,Syntax,44
what is prophey.docx,The Nativity scene or'pesebre,pesebre,A word was not spelled correctly,N/A,1854,1860,Syntax,31
what is prophey.docx,The pesebre is put near to the Christmas tree,pesebre,A word was not spelled correctly,parser,1923,1929,Syntax,31
what is prophey.docx,N/A,Argentina and,Missing comma,"Argentina, and",2000,2012,Style,49
what is prophey.docx,", 'vitel ton¨¦'",vitel,A proper or common noun is not capitalized,Vitel,2492,2496,Spelling,2
what is prophey.docx,'pan de U-turn (special tuna sandwiches),de,A word was not spelled correctly,N/A,2634,2635,Syntax,31
what is prophey.docx,'pan de atun (special tuna sandwiches),atun,A word was not spelled correctly,U-turn,2637,2640,Syntax,31
what is prophey.docx,and 'torre de panqueques',torre,A proper or common noun is not capitalized,Torre,2800,2804,Spelling,2
what is prophey.docx,and 'Torre de panqueques' (a,de,A word was not spelled correctly,N/A,2806,2807,Syntax,31
what is prophey.docx,and 'Torre de panqueques',panqueques',A word was not spelled correctly,N/A,2809,2819,Syntax,31
what is prophey.docx,"sugar-coated peanuts or almonds,",sugar-coated,A word was not spelled correctly,sugarcoated,3092,3103,Syntax,31
what is prophey.docx,"almonds, 'mantecol' (a",mantecol,A word was not spelled correctly,N/A,3126,3133,Syntax,31
what is prophey.docx,different kinds of'turron,turron,A word was not spelled correctly,Turin,3205,3210,Syntax,31
what is prophey.docx,N/A,other,Confusion between words which sound similar or have a similar spelling,others,3392,3396,Punctuation,46
what is prophey.docx,More poeple are also going as well now,poeple,A word was not spelled correctly,people,3493,3498,Syntax,31
what is prophey.docx,Most Christians in Pakistan live the country and are quite poor,live,Confusion between words which sound similar or have a similar spelling,leave,3883,3886,Punctuation,46
what is prophey.docx,of Bara Din.,Bara,A word was not spelled correctly,Bare,5167,5170,Syntax,31
what is prophey.docx,"their best, colorful clothes",colorful,Usage of British instead of American English spelling or vice-versa,colourful,5354,5361,Syntax,44
what is prophey.docx,enjoying various food from the different stalls,food,Confusion between the singular and plural form of a noun,foods,5438,5441,Punctuation,42
what is prophey.docx,singing'kalanda (carols) in the streets,kalanda,A word was not spelled correctly,calendar,5761,5767,Syntax,31
10SRP 2020 (plan).docx,the task for marking,for,Wrong preposition,of,232,234,Grammar,29
10SRP 2020 (plan).docx,N/A,for,Wrong preposition,of,1213,1215,Grammar,29
10SRP 2020 (plan).docx,must be presented on the template that will be provided separately,on,"Confusion between the prepositions ""in"", ""on"" and ""at""",in,2145,2146,Syntax,30
10SRP 2020 (plan).docx,both first-hand and secondary must be included,first-hand,A word was not spelled correctly,firsthand,2376,2385,Syntax,31
10SRP 2020 (plan).docx,N/A,day otherwise,Missing comma,"day, otherwise",2767,2779,Style,49
10SRP 2020 (plan).docx,N/A,course if,Missing comma,"course, if",3192,3200,Style,49
EXAMPLES OF PROJECTS 2020.docx,N/A,bottle,The first word in a sentence is not capitalized,Bottle,474,479,Spelling,45
EXAMPLES OF PROJECTS 2020.docx,N/A,soil let,Missing comma,"soil, let",497,504,Style,49
EXAMPLES OF PROJECTS 2020.docx,N/A,polyester etc,Missing comma,"polyester, etc.",1614,1626,Style,49
EXAMPLES OF PROJECTS 2020.docx,Which coloured T-shirt is the coolest in summer,the coolest,Wrong usage of comparative and superlative structures,cooler,2078,2088,Punctuation,50
EXAMPLES OF PROJECTS 2020.docx,N/A,soil let,Missing comma,"soil, let",2117,2124,Style,49
EXAMPLES OF PROJECTS 2020.docx,does the thickness of fishing line affect it strength,it,Wrong pronoun used or omission of a pronoun,its,2292,2293,Grammar,5
EXAMPLES OF PROJECTS 2020.docx,Which paint is the best rust inhibiter,inhibiter,A word was not spelled correctly,inhibitor,2452,2460,Syntax,31
EXAMPLES OF PROJECTS 2020.docx,the amount of dissolve salt,dissolve,Error in forming or applying the past simple tense,dissolved,2492,2499,Grammar,19
EXAMPLES OF PROJECTS 2020.docx,all milks curdle at the same rate,milks,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",milk,2564,2568,Grammar,43
Flame tests.docx,safety glasses and laboratory coat,safety,The first word in a sentence is not capitalized,Safety,342,347,Spelling,45
Flame tests.docx,barium carbonate,barium,The first word in a sentence is not capitalized,Barium,461,466,Spelling,45
Flame tests.docx,sodium carbonate,sodium,The first word in a sentence is not capitalized,Sodium,478,483,Spelling,45
Flame tests.docx,copper carbonate,copper,The first word in a sentence is not capitalized,Copper,495,500,Spelling,45
Flame tests.docx,potassium carbonate,potassium,The first word in a sentence is not capitalized,Potassium,512,520,Spelling,45
Flame tests.docx,strontium carbonate,strontium,The first word in a sentence is not capitalized,Strontium,532,540,Spelling,45
Flame tests.docx,10 mL measuring cylinder,mL,A word was not spelled correctly,ml,555,556,Syntax,31
Flame tests.docx,N/A,spatula,The first word in a sentence is not capitalized,Spatula,577,583,Spelling,45
Flame tests.docx,10 mL of 2 M hydrochloric acid in an evaporating dish,mL,A word was not spelled correctly,ml,671,672,Syntax,31
Flame tests.docx,thwe change in the colour of the flame,thwe,A word was not spelled correctly,the,978,981,Syntax,31
Logbook.docx,"was done upon the experiment ,"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",93,94,Grammar,40
Logbook.docx,and wool from lincraft.,lincraft,A word was not spelled correctly,N/A,206,213,Syntax,31
Logbook.docx,"garage , closed all doors, filled up my Zippo"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",289,290,Grammar,40
Logbook.docx,filled up my zippo,zippo,A proper or common noun is not capitalized,Zippo,323,327,Spelling,2
Logbook.docx,got a bucket of water filled to the brim and got a fire extinguisher ., .,"Missing or superfluous space before or after period, comma and other punctuation marks",.,446,447,Grammar,40
Logbook.docx,to burn for 15 seconds then put it out with water instantly,seconds then,Missing comma,"seconds, then",617,628,Style,49
